country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,cambio_pib_per_capita
Australia,2013,female,75+ years,48.0,847577,5.66,72856.0,Silent,72605.0
Australia,2013,male,5-14 years,16.0,1464302,1.09,72856.0,Generation Z,72605.0
Australia,2013,female,5-14 years,6.0,1389383,0.43,72856.0,Generation Z,72605.0
Australia,2014,male,35-54 years,866.0,3130341,27.66,66809.0,Generation X,66558.0
Australia,2014,male,75+ years,164.0,649925,25.23,66809.0,Silent,66558.0
Australia,2014,male,25-34 years,404.0,1730968,23.34,66809.0,Millenials,66558.0
Australia,2014,male,55-74 years,471.0,2279114,20.67,66809.0,Boomers,66558.0
Australia,2014,male,15-24 years,271.0,1604935,16.89,66809.0,Millenials,66558.0
Australia,2014,female,35-54 years,277.0,3189475,8.68,66809.0,Generation X,66558.0
Australia,2014,female,25-34 years,119.0,1716803,6.93,66809.0,Millenials,66558.0
Australia,2014,female,55-74 years,157.0,2344644,6.7,66809.0,Boomers,66558.0
Australia,2014,female,15-24 years,96.0,1520955,6.31,66809.0,Millenials,66558.0
Australia,2014,female,75+ years,45.0,865915,5.2,66809.0,Silent,66558.0
Australia,2014,female,5-14 years,15.0,1408758,1.06,66809.0,Generation Z,66558.0
Australia,2014,male,5-14 years,6.0,1485754,0.4,66809.0,Generation Z,66558.0
Australia,2015,male,35-54 years,944.0,3149299,29.97,60656.0,Generation X,60405.0
Australia,2015,male,75+ years,181.0,673787,26.86,60656.0,Silent,60405.0
Australia,2015,male,25-34 years,423.0,1762265,24.0,60656.0,Millenials,60405.0
Australia,2015,male,55-74 years,457.0,2337430,19.55,60656.0,Boomers,60405.0
Australia,2015,male,15-24 years,281.0,1608990,17.46,60656.0,Millenials,60405.0
Australia,2015,female,35-54 years,294.0,3203643,9.18,60656.0,Generation X,60405.0
Australia,2015,female,15-24 years,110.0,1526305,7.21,60656.0,Millenials,60405.0
Australia,2015,female,25-34 years,119.0,1747715,6.81,60656.0,Millenials,60405.0
Australia,2015,female,55-74 years,152.0,2411343,6.3,60656.0,Boomers,60405.0
Australia,2015,female,75+ years,52.0,884347,5.88,60656.0,Silent,60405.0
Australia,2015,female,5-14 years,8.0,1428159,0.56,60656.0,Generation Z,60405.0
Australia,2015,male,5-14 years,6.0,1507502,0.4,60656.0,Generation Z,60405.0
Denmark,1994,male,75+ years,89.0,131700,67.58,32034.0,G.I. Generation,31783.0
Denmark,1994,male,55-74 years,189.0,448200,42.17,32034.0,Silent,31783.0
Denmark,1994,male,35-54 years,279.0,755600,36.92,32034.0,Boomers,31783.0
Denmark,1994,female,75+ years,70.0,230600,30.36,32034.0,G.I. Generation,31783.0
Denmark,1994,male,25-34 years,85.0,414100,20.53,32034.0,Boomers,31783.0
Denmark,1994,female,55-74 years,100.0,500000,20.0,32034.0,Silent,31783.0
Denmark,1994,female,35-54 years,113.0,732100,15.44,32034.0,Boomers,31783.0
Denmark,1994,male,15-24 years,37.0,360900,10.25,32034.0,Generation X,31783.0
Denmark,1994,female,25-34 years,23.0,392600,5.86,32034.0,Boomers,31783.0
Denmark,1994,female,15-24 years,13.0,346100,3.76,32034.0,Generation X,31783.0
Denmark,1994,male,5-14 years,1.0,288100,0.35,32034.0,Millenials,31783.0
Denmark,1994,female,5-14 years,0.0,274900,0.0,32034.0,Millenials,31783.0
Denmark,1995,male,75+ years,85.0,133500,63.67,37841.0,G.I. Generation,37590.0
Denmark,1995,male,55-74 years,180.0,449600,40.04,37841.0,Silent,37590.0
Denmark,1995,female,75+ years,63.0,233200,27.02,37841.0,G.I. Generation,37590.0
Denmark,1995,male,35-54 years,204.0,762400,26.76,37841.0,Boomers,37590.0
Denmark,1995,male,25-34 years,108.0,413900,26.09,37841.0,Generation X,37590.0
Denmark,1995,female,55-74 years,102.0,498300,20.47,37841.0,Silent,37590.0
Denmark,1995,female,35-54 years,108.0,739000,14.61,37841.0,Boomers,37590.0
Denmark,1995,male,15-24 years,47.0,355700,13.21,37841.0,Generation X,37590.0
Denmark,1995,female,25-34 years,18.0,393200,4.58,37841.0,Generation X,37590.0
Denmark,1995,female,15-24 years,8.0,341800,2.34,37841.0,Generation X,37590.0
Denmark,1995,male,5-14 years,1.0,291000,0.34,37841.0,Millenials,37590.0
Denmark,1995,female,5-14 years,0.0,277500,0.0,37841.0,Millenials,37590.0
Denmark,1996,male,75+ years,95.0,134200,70.79,38158.0,G.I. Generation,37907.0
Denmark,1996,male,55-74 years,170.0,452400,37.58,38158.0,Silent,37907.0
Denmark,1996,male,35-54 years,236.0,771800,30.58,38158.0,Boomers,37907.0
Denmark,1996,female,75+ years,47.0,234200,20.07,38158.0,G.I. Generation,37907.0
Denmark,1996,male,25-34 years,83.0,416000,19.95,38158.0,Generation X,37907.0
Denmark,1996,female,35-54 years,115.0,747600,15.38,38158.0,Boomers,37907.0
Denmark,1996,female,55-74 years,71.0,498500,14.24,38158.0,Silent,37907.0
Denmark,1996,male,15-24 years,46.0,348400,13.2,38158.0,Generation X,37907.0
Denmark,1996,female,25-34 years,20.0,395400,5.06,38158.0,Generation X,37907.0
Denmark,1996,female,15-24 years,8.0,335700,2.38,38158.0,Generation X,37907.0
Denmark,1996,male,5-14 years,1.0,298600,0.33,38158.0,Millenials,37907.0
Denmark,1996,female,5-14 years,0.0,284500,0.0,38158.0,Millenials,37907.0
Denmark,1997,male,75+ years,94.0,135400,69.42,35148.0,G.I. Generation,34897.0
Denmark,1997,male,55-74 years,148.0,458400,32.29,35148.0,Silent,34897.0
Denmark,1997,male,35-54 years,191.0,777200,24.58,35148.0,Boomers,34897.0
Denmark,1997,female,75+ years,46.0,236400,19.46,35148.0,G.I. Generation,34897.0
Denmark,1997,male,25-34 years,79.0,417200,18.94,35148.0,Generation X,34897.0
Denmark,1997,female,55-74 years,88.0,501000,17.56,35148.0,Silent,34897.0
Denmark,1997,male,15-24 years,45.0,337600,13.33,35148.0,Generation X,34897.0
Denmark,1997,female,35-54 years,84.0,753500,11.15,35148.0,Boomers,34897.0
Denmark,1997,female,25-34 years,22.0,397100,5.54,35148.0,Generation X,34897.0
Denmark,1997,female,15-24 years,17.0,326300,5.21,35148.0,Generation X,34897.0
Denmark,1997,male,5-14 years,3.0,306200,0.98,35148.0,Millenials,34897.0
Denmark,1997,female,5-14 years,0.0,291000,0.0,35148.0,Millenials,34897.0
Denmark,1998,male,75+ years,74.0,136600,54.17,35710.0,G.I. Generation,35459.0
Denmark,1998,male,35-54 years,235.0,780300,30.12,35710.0,Boomers,35459.0
Denmark,1998,male,55-74 years,118.0,467900,25.22,35710.0,Silent,35459.0
Denmark,1998,male,25-34 years,84.0,414200,20.28,35710.0,Generation X,35459.0
Denmark,1998,female,75+ years,38.0,237600,15.99,35710.0,G.I. Generation,35459.0
Denmark,1998,female,55-74 years,74.0,507800,14.57,35710.0,Silent,35459.0
Denmark,1998,female,35-54 years,79.0,756900,10.44,35710.0,Boomers,35459.0
Denmark,1998,male,15-24 years,34.0,327800,10.37,35710.0,Generation X,35459.0
Denmark,1998,female,25-34 years,16.0,396400,4.04,35710.0,Generation X,35459.0
Denmark,1998,female,15-24 years,9.0,316600,2.84,35710.0,Generation X,35459.0
Denmark,1998,male,5-14 years,2.0,314900,0.64,35710.0,Millenials,35459.0
Denmark,1998,female,5-14 years,0.0,299400,0.0,35710.0,Millenials,35459.0
Denmark,1999,male,75+ years,64.0,137353,46.6,35763.0,G.I. Generation,35512.0
Denmark,1999,male,55-74 years,151.0,480316,31.44,35763.0,Silent,35512.0
Denmark,1999,male,35-54 years,214.0,783204,27.32,35763.0,Boomers,35512.0
Denmark,1999,male,25-34 years,91.0,408827,22.26,35763.0,Generation X,35512.0
Denmark,1999,female,55-74 years,71.0,516749,13.74,35763.0,Silent,35512.0
Denmark,1999,male,15-24 years,40.0,319101,12.54,35763.0,Generation X,35512.0
Denmark,1999,female,75+ years,26.0,238400,10.91,35763.0,G.I. Generation,35512.0
Denmark,1999,female,35-54 years,74.0,759458,9.74,35763.0,Boomers,35512.0
Denmark,1999,female,25-34 years,21.0,392951,5.34,35763.0,Generation X,35512.0
Denmark,1999,female,15-24 years,7.0,308800,2.27,35763.0,Generation X,35512.0
Denmark,1999,male,5-14 years,3.0,323638,0.93,35763.0,Millenials,35512.0
Denmark,1999,female,5-14 years,0.0,307403,0.0,35763.0,Millenials,35512.0
Denmark,2000,male,75+ years,72.0,138454,52.0,32841.0,G.I. Generation,32590.0
Denmark,2000,male,55-74 years,142.0,495321,28.67,32841.0,Silent,32590.0
Denmark,2000,male,35-54 years,218.0,783883,27.81,32841.0,Boomers,32590.0
Denmark,2000,female,75+ years,42.0,239483,17.54,32841.0,G.I. Generation,32590.0
Denmark,2000,male,25-34 years,61.0,403105,15.13,32841.0,Generation X,32590.0
Denmark,2000,male,15-24 years,39.0,310470,12.56,32841.0,Generation X,32590.0
Denmark,2000,female,55-74 years,54.0,528095,10.23,32841.0,Silent,32590.0
Denmark,2000,female,35-54 years,74.0,760859,9.73,32841.0,Boomers,32590.0
Denmark,2000,female,25-34 years,16.0,389550,4.11,32841.0,Generation X,32590.0
Denmark,2000,female,15-24 years,9.0,300690,2.99,32841.0,Generation X,32590.0
Denmark,2000,male,5-14 years,1.0,332762,0.3,32841.0,Millenials,32590.0
Denmark,2000,female,5-14 years,0.0,315938,0.0,32841.0,Millenials,32590.0
Denmark,2001,male,75+ years,82.0,139637,58.72,32837.0,Silent,32586.0
Denmark,2001,male,35-54 years,204.0,783604,26.03,32837.0,Boomers,32586.0
Denmark,2001,male,55-74 years,123.0,512361,24.01,32837.0,Silent,32586.0
Denmark,2001,female,75+ years,48.0,239716,20.02,32837.0,Silent,32586.0
Denmark,2001,female,55-74 years,83.0,541963,15.31,32837.0,Silent,32586.0
Denmark,2001,male,25-34 years,58.0,394591,14.7,32837.0,Generation X,32586.0
Denmark,2001,male,15-24 years,38.0,304335,12.49,32837.0,Millenials,32586.0
Denmark,2001,female,35-54 years,73.0,761705,9.58,32837.0,Boomers,32586.0
Denmark,2001,female,15-24 years,7.0,294773,2.37,32837.0,Millenials,32586.0
Denmark,2001,female,25-34 years,9.0,383262,2.35,32837.0,Generation X,32586.0
Denmark,2001,male,5-14 years,2.0,340220,0.59,32837.0,Millenials,32586.0
Denmark,2001,female,5-14 years,0.0,322284,0.0,32837.0,Millenials,32586.0
Denmark,2002,male,75+ years,77.0,140549,54.79,35435.0,Silent,35184.0
Denmark,2002,male,55-74 years,140.0,528640,26.48,35435.0,Silent,35184.0
Denmark,2002,male,35-54 years,182.0,784825,23.19,35435.0,Boomers,35184.0
Denmark,2002,female,75+ years,42.0,239014,17.57,35435.0,Silent,35184.0
Denmark,2002,male,25-34 years,64.0,383869,16.67,35435.0,Generation X,35184.0
Denmark,2002,male,15-24 years,40.0,302190,13.24,35435.0,Millenials,35184.0
Denmark,2002,female,55-74 years,63.0,556057,11.33,35435.0,Silent,35184.0
Denmark,2002,female,35-54 years,63.0,762841,8.26,35435.0,Boomers,35184.0
Denmark,2002,female,25-34 years,11.0,374887,2.93,35435.0,Generation X,35184.0
Denmark,2002,female,15-24 years,6.0,292727,2.05,35435.0,Millenials,35184.0
Denmark,2002,female,5-14 years,0.0,328734,0.0,35435.0,Millenials,35184.0
Denmark,2002,male,5-14 years,0.0,346889,0.0,35435.0,Millenials,35184.0
Denmark,2003,male,75+ years,73.0,141062,51.75,43129.0,Silent,42878.0
Denmark,2003,male,35-54 years,206.0,784047,26.27,43129.0,Boomers,42878.0
Denmark,2003,male,55-74 years,129.0,542296,23.79,43129.0,Silent,42878.0
Denmark,2003,male,25-34 years,48.0,376343,12.75,43129.0,Generation X,42878.0
Denmark,2003,female,75+ years,26.0,237848,10.93,43129.0,Silent,42878.0
Denmark,2003,female,55-74 years,59.0,567852,10.39,43129.0,Silent,42878.0
Denmark,2003,male,15-24 years,24.0,300836,7.98,43129.0,Millenials,42878.0
Denmark,2003,female,35-54 years,43.0,763110,5.63,43129.0,Boomers,42878.0
Denmark,2003,female,25-34 years,19.0,369080,5.15,43129.0,Generation X,42878.0
Denmark,2003,female,15-24 years,6.0,290582,2.06,43129.0,Millenials,42878.0
Denmark,2003,female,5-14 years,0.0,332848,0.0,43129.0,Millenials,42878.0
Denmark,2003,male,5-14 years,0.0,350879,0.0,43129.0,Millenials,42878.0
Denmark,2004,male,75+ years,69.0,142305,48.49,49552.0,Silent,49301.0
Denmark,2004,male,35-54 years,180.0,782832,22.99,49552.0,Boomers,49301.0
Denmark,2004,male,55-74 years,125.0,553556,22.58,49552.0,Silent,49301.0
Denmark,2004,male,25-34 years,60.0,369973,16.22,49552.0,Generation X,49301.0
Denmark,2004,female,55-74 years,66.0,578536,11.41,49552.0,Silent,49301.0
Denmark,2004,male,15-24 years,33.0,301933,10.93,49552.0,Millenials,49301.0
Denmark,2004,female,75+ years,23.0,237260,9.69,49552.0,Silent,49301.0
Denmark,2004,female,35-54 years,71.0,762293,9.31,49552.0,Boomers,49301.0
Denmark,2004,female,25-34 years,19.0,364710,5.21,49552.0,Generation X,49301.0
Denmark,2004,female,15-24 years,11.0,290626,3.78,49552.0,Millenials,49301.0
Denmark,2004,female,5-14 years,2.0,335587,0.6,49552.0,Millenials,49301.0
Denmark,2004,male,5-14 years,2.0,353316,0.57,49552.0,Millenials,49301.0
Denmark,2005,male,75+ years,83.0,143327,57.91,51960.0,Silent,51709.0
Denmark,2005,male,55-74 years,139.0,564794,24.61,51960.0,Silent,51709.0
Denmark,2005,male,35-54 years,158.0,781448,20.22,51960.0,Boomers,51709.0
Denmark,2005,female,75+ years,38.0,236734,16.05,51960.0,Silent,51709.0
Denmark,2005,male,25-34 years,53.0,364110,14.56,51960.0,Generation X,51709.0
Denmark,2005,female,55-74 years,61.0,588430,10.37,51960.0,Silent,51709.0
Denmark,2005,female,35-54 years,58.0,762175,7.61,51960.0,Boomers,51709.0
Denmark,2005,male,15-24 years,21.0,305232,6.88,51960.0,Millenials,51709.0
Denmark,2005,female,25-34 years,10.0,360100,2.78,51960.0,Generation X,51709.0
Denmark,2005,female,15-24 years,7.0,292929,2.39,51960.0,Millenials,51709.0
Denmark,2005,male,5-14 years,3.0,354025,0.85,51960.0,Millenials,51709.0
Denmark,2005,female,5-14 years,0.0,336548,0.0,51960.0,Millenials,51709.0
Denmark,2006,male,75+ years,79.0,144928,54.51,55354.0,Silent,55103.0
Denmark,2006,male,55-74 years,155.0,575056,26.95,55354.0,Silent,55103.0
Denmark,2006,male,35-54 years,161.0,782816,20.57,55354.0,Boomers,55103.0
Denmark,2006,male,25-34 years,52.0,355908,14.61,55354.0,Generation X,55103.0
Denmark,2006,female,55-74 years,71.0,597984,11.87,55354.0,Silent,55103.0
Denmark,2006,female,75+ years,25.0,236472,10.57,55354.0,Silent,55103.0
Denmark,2006,male,15-24 years,24.0,312053,7.69,55354.0,Millenials,55103.0
Denmark,2006,female,35-54 years,57.0,763418,7.47,55354.0,Boomers,55103.0
Denmark,2006,female,25-34 years,15.0,353444,4.24,55354.0,Generation X,55103.0
Denmark,2006,female,15-24 years,9.0,298500,3.02,55354.0,Millenials,55103.0
Denmark,2006,female,5-14 years,1.0,336170,0.3,55354.0,Millenials,55103.0
Denmark,2006,male,5-14 years,1.0,353711,0.28,55354.0,Millenials,55103.0
Denmark,2007,male,75+ years,59.0,146309,40.33,62229.0,Silent,61978.0
Denmark,2007,male,55-74 years,124.0,584457,21.22,62229.0,Silent,61978.0
Denmark,2007,male,35-54 years,145.0,786990,18.42,62229.0,Boomers,61978.0
Denmark,2007,male,25-34 years,56.0,347246,16.13,62229.0,Generation X,61978.0
Denmark,2007,female,75+ years,33.0,235854,13.99,62229.0,Silent,61978.0
Denmark,2007,female,35-54 years,71.0,768072,9.24,62229.0,Boomers,61978.0
Denmark,2007,female,55-74 years,55.0,606387,9.07,62229.0,Silent,61978.0
Denmark,2007,male,15-24 years,15.0,320054,4.69,62229.0,Millenials,61978.0
Denmark,2007,female,25-34 years,15.0,345418,4.34,62229.0,Generation X,61978.0
Denmark,2007,female,15-24 years,6.0,305722,1.96,62229.0,Millenials,61978.0
Denmark,2007,male,5-14 years,2.0,351664,0.57,62229.0,Generation Z,61978.0
Denmark,2007,female,5-14 years,0.0,334828,0.0,62229.0,Generation Z,61978.0
Denmark,2008,male,75+ years,62.0,147834,41.94,68447.0,Silent,68196.0
Denmark,2008,male,55-74 years,127.0,595286,21.33,68447.0,Silent,68196.0
Denmark,2008,male,35-54 years,150.0,788890,19.01,68447.0,Boomers,68196.0
Denmark,2008,male,25-34 years,48.0,341329,14.06,68447.0,Generation X,68196.0
Denmark,2008,female,75+ years,27.0,235396,11.47,68447.0,Silent,68196.0
Denmark,2008,female,55-74 years,63.0,616691,10.22,68447.0,Silent,68196.0
Denmark,2008,female,35-54 years,76.0,770688,9.86,68447.0,Boomers,68196.0
Denmark,2008,male,15-24 years,30.0,330409,9.08,68447.0,Millenials,68196.0
Denmark,2008,female,25-34 years,9.0,338992,2.65,68447.0,Generation X,68196.0
Denmark,2008,female,15-24 years,8.0,315514,2.54,68447.0,Millenials,68196.0
Denmark,2008,female,5-14 years,2.0,332388,0.6,68447.0,Generation Z,68196.0
Denmark,2008,male,5-14 years,1.0,349108,0.29,68447.0,Generation Z,68196.0
Denmark,2009,male,75+ years,64.0,150153,42.62,61863.0,Silent,61612.0
Denmark,2009,male,55-74 years,165.0,604423,27.3,61863.0,Silent,61612.0
Denmark,2009,male,35-54 years,186.0,790578,23.53,61863.0,Boomers,61612.0
Denmark,2009,female,75+ years,32.0,235213,13.6,61863.0,Silent,61612.0
Denmark,2009,male,25-34 years,36.0,335963,10.72,61863.0,Generation X,61612.0
Denmark,2009,female,55-74 years,52.0,625986,8.31,61863.0,Silent,61612.0
Denmark,2009,male,15-24 years,24.0,340143,7.06,61863.0,Millenials,61612.0
Denmark,2009,female,35-54 years,43.0,773415,5.56,61863.0,Boomers,61612.0
Denmark,2009,female,25-34 years,13.0,334052,3.89,61863.0,Generation X,61612.0
Denmark,2009,female,15-24 years,4.0,324876,1.23,61863.0,Millenials,61612.0
Denmark,2009,male,5-14 years,2.0,347259,0.58,61863.0,Generation Z,61612.0
Denmark,2009,female,5-14 years,1.0,330729,0.3,61863.0,Generation Z,61612.0
Denmark,2010,male,75+ years,61.0,153231,39.81,61711.0,Silent,61460.0
Denmark,2010,male,55-74 years,142.0,613233,23.16,61711.0,Silent,61460.0
Denmark,2010,male,35-54 years,142.0,791338,17.94,61711.0,Generation X,61460.0
Denmark,2010,male,25-34 years,43.0,329780,13.04,61711.0,Generation X,61460.0
Denmark,2010,female,75+ years,22.0,236409,9.31,61711.0,Silent,61460.0
Denmark,2010,female,55-74 years,56.0,634607,8.82,61711.0,Silent,61460.0
Denmark,2010,female,35-54 years,64.0,776699,8.24,61711.0,Generation X,61460.0
Denmark,2010,male,15-24 years,17.0,349175,4.87,61711.0,Millenials,61460.0
Denmark,2010,female,15-24 years,10.0,333696,3.0,61711.0,Millenials,61460.0
Denmark,2010,female,25-34 years,6.0,327722,1.83,61711.0,Generation X,61460.0
Denmark,2010,female,5-14 years,0.0,327790,0.0,61711.0,Generation Z,61460.0
Denmark,2010,male,5-14 years,0.0,344105,0.0,61711.0,Generation Z,61460.0
Denmark,2011,male,75+ years,48.0,156856,30.6,65598.0,Silent,65347.0
Denmark,2011,male,35-54 years,189.0,791137,23.89,65598.0,Generation X,65347.0
Denmark,2011,male,55-74 years,139.0,621859,22.35,65598.0,Boomers,65347.0
Denmark,2011,male,25-34 years,35.0,326633,10.72,65598.0,Millenials,65347.0
Denmark,2011,female,75+ years,22.0,237867,9.25,65598.0,Silent,65347.0
Denmark,2011,female,55-74 years,57.0,643276,8.86,65598.0,Boomers,65347.0
Denmark,2011,male,15-24 years,26.0,356319,7.3,65598.0,Millenials,65347.0
Denmark,2011,female,35-54 years,50.0,778373,6.42,65598.0,Generation X,65347.0
Denmark,2011,female,25-34 years,12.0,323639,3.71,65598.0,Millenials,65347.0
Denmark,2011,female,15-24 years,11.0,340056,3.23,65598.0,Millenials,65347.0
Denmark,2011,female,5-14 years,0.0,326359,0.0,65598.0,Generation Z,65347.0
Denmark,2011,male,5-14 years,0.0,341776,0.0,65598.0,Generation Z,65347.0
Denmark,2012,male,75+ years,67.0,161259,41.55,62071.0,Silent,61820.0
Denmark,2012,male,35-54 years,209.0,788215,26.52,62071.0,Generation X,61820.0
Denmark,2012,male,55-74 years,153.0,630159,24.28,62071.0,Boomers,61820.0
Denmark,2012,female,55-74 years,71.0,651381,10.9,62071.0,Boomers,61820.0
